number,ID,TITLE,SONG
633,1632,Lord,"Lord, take me as I am
Lord, take me as I am
My only plea, Christ died for me
Lord, take me as I am"
634,1635,He is here,"He is here, hallelujah, He is here, Amen
He is here, Holy, Holy, I will bless His name again
He is here, listen closely
Hear Him calling out your name
He is here, you can touch Him
You will never be the same"
635,1637,Draw me nearer,"Draw me nearer, nearer, nearer blessed Lord
To the cross where Thou hast died
Draw me nearer, nearer, nearer blessed Lord
To thy precious bleeding side"
636,1638,We prayed and God delivered,"We prayed and God delivered
We prayed and God stopped the war
We prayed and God delivered
God gave us one more chance
We are to love Him, we are to serve
Because He gave us one more chance"
637,1639,Here we are,"Here we are, in your presence
Lifting holy hands to you
Here we are praising Jesus
For all the things He's brought us through"
638,1640 similar 1042,Spirit of the living God,"Spirit of the living God, fall afresh on me
Spirit of the living God, fall afresh on me
Break me, melt me, mould me, fill me
Spirit of the living God, fall afresh on me"
639,1641,Blessed be the Lord God almighty,"Blessed be the Lord God almighty
Who was and is and is to come
Blessed be the Lord God almighty
Who reigns for evermore"
640,1643,Think about His love,"Think about His love, think about His goodness
Think baout His grace that brought us through
For as high as the heaven above
So great is the measure of our Father's love
Great is the measure of our Father's love"
641,1644 similar 798,As the deer panteth for the water,"As the deer panteth for the water
So my soul longeth after you
You alone are my heart's desire
And I long to worship you
You alone are my strength my shield
To you alone does my spirit yield
You alone are my heart's desire
And I long to worship you
I want you more than gold or silver
Only you can satisfy
You alone are the real joy giver
And the apple of my eye
You're my friend and you are my brother
Even though you are my King
I love you more than any other
You are more than life to me"
642,1645,Coming soon,"Coming soon, Jesus in all His glory
Not just a saviour, but the reigning king
Coming soon and the whole world will be a witness
Just be ready, for He is coming soon"
643,1646,It is no secret,"It is no secret, what God can do
What He's done for others, He'll do for you
With arms wide open, He'll pardon you
It is no secret, what God can do"
644,1647,When He reached down His hands for me,"When He reached down His hands for me
When He reached down His hands for me
I was lost and undone, without God or His Son
When He reached down His hands for me"
645,1648 similar 1304,Change my heart,"Change my heart, O God, make it ever true
Change my heart, O God, may I be like you
You are the potter, I am the clay
Mould me and make me, this is what I pray
Change my heart, O God, make it ever true
Change my heart, O God, may I be like you"
646,1650,All I want is more of you,"All I want is more of you
All I want is more of you
Nothing I desire Lord, but more of you
All I want is more of you
All I want is more of Jesus
Nothing I desire Lord, but more of you
More of you, Jesus I am thirsty
Won't you come and fill me
Earthly things have left me dry
Only You can satisfy
All I want is more of you"
647,1651,Holiness,"Holiness, holiness is what I long for 
Holiness is what I need
Holiness, holiness is what You want from me
Holiness, holiness is what I long for 
Holiness is what I need
Holiness, holiness is what You want from me
Take my heart and form it
Take my mind, transform it
To yours, to yours, O Lord
Brokenness, brokenness is what I long for 
Brokenness is what I need
Brokenness, brokenness is what You want from me
Brokenness, brokenness is what I long for 
Brokenness is what I need
Brokenness, brokenness is what You want from me
Take my heart and form it
Take my mind, transform it
To yours, to yours, O Lord"
648,1652,If you can use anything Lord,"If you can use anything Lord, you can use me
If you can use anything Lord, you can use me
Take my hands, Lord, and my feet
Touch my heart, Lord, speak through me
If you can use anything Lord, you can use me"
649,1653,My Jesus,"My Jesus, my Saviour, Lord there is none like You
All of my days, I want to praise
The wonders of your mighty love
My comfort, my shelter
Tower of refuge and strength
Let every breath, all that I am
Never cease to worship you
Shout to the Lord all the earth, let us sing
Power and majesty, praise to the King
Mountains bow down and all the seas will roar
At the sound of your name
I sing for joy at the work of your hands
Forever, I'll love You, forever I'll stand
Nothing compares to the promises I have in you"
650,1654,You are the God who healeth,"You are the God who healeth
You are the God my healer
You sent your word and healed my disease
You are the Lord my healer"
651,1655,You are exalted Lord above all else,"You are exalted Lord above all else
We place you in the highest place, above all else
Right now where we're standing, everywhere we go
We place you in the highest place
So the world will know
You are a mighty warrior, dressed in armour of light
Crushing the deeds of darkness
Lead us all in the fight
Through the blood of Jesus,br> Victorious we stand
We place you in the highest place
Above all else in this land
You are a mighty Lord above all else ..."
652,1658,This is holy ground,"This is holy ground
We're standing on holy ground
For the Lord is here, and where He is, is holy
This is holy ground
We're standing on holy ground
For the Lord is here, and where He is, is holy"
653,1659 similar 228,Search me Oh God,"Search me Oh God, and know my heart today
Try me O Saviour, know my thoughts I pray
See if there be some wicked ways in me
Cleanse me from every sin and set me free"
654,1661,Praise the name of Jesus,"Praise the name of Jesus
Praise the name of Jesus
He's my rock, He's my fortress, He's my deliverer
In Him will I trust, praise the name of Jesus"
655,1662,Thank you Jesus,"Thank you Jesus, thank you Jesus, thank you Jesus
Thank you Jesus, thank you Jesus, thank you Jesus
Hallelujah, Hallelujah, Hallelujah
Hallelujah, Hallelujah, Hallelujah
Lord we love You, Lord we love You
Lord we love You, Lord we love You
Lord we love You, Lord we love You
Lord we love You, Lord we love You"
656,1663,Standing somewhere in the shadows,"Standing somewhere in the shadows
We'll find Jesus
He's the only one, who cares and understands
Standing somewhere in the shadows
We will find Him
And we'll know Him by the nailprints in His hands
I shall know Jesus, I shall know Him
By the prints of the nails in His hands
I shall know Jesus, I shall know Him
By the prints of the nails in His hands"
657,1664,Turn your eyes upon Jesus,"Turn your eyes upon Jesus
Look full in Hos wonderful face
And the things of this world will go strangely dim
In the light of His glory and grace"
658,1666,Oh how He loves you and me,"Oh how He loves you and me
Oh how He loves you and me
He gave His lifwe, what more could He give
Oh how He loves you, oh how He loves me
Oh how He loves you and me"
659,1667,He's all I need,"He's all I need, He's all I need
Jesus is all I need
He's all I need, He's all I need
Jesus is all I need
He's all you need, He's all you need
Jesus is all you need
He's all you need, He's all you need
Jesus is all you need
He's all we need, He's all we need
Jesus is all we need
He's all we need, He's all we need
Jesus is all we need"
660,1668,Shine on me,"Shine on me, shine on me
Let the light from the lighthouse, shine on me
Shine on me, shine on me
Let the light from the lighthouse, shine on me"
661,1669,There's no one,"There's no one, no one like Jesus
There's no one, no one like Jesus
Who would die for me, just to set my spirit free
There's no one, no one like Jesus"
662,1670,Jesus,"Jesus, name above all names
Beautiful Saviour, glorious Lord
Emmanuel, God is with us, blessed redeemer
Living word"
663,1671,Reign Jesus,"Reign Jesus, reign, reign Jesus reign
King of Zion, Judah's Lion
Reign Jesus reign"
664,1672,Be magnified,"Be magnified, O Lord, You are highly exalted
And there is nothing You can't do, O Lord
My eyes are on You, be magnified, O Lord
Be magnified"
665,1673,In moments like these,"In moments like these, I sing out a song
Sing out a love song to Jesus
In moments like these, I sing out a song
Sing out a love song to You
Singing I love You Lord
Singing I love You Lord
Singing I love You Lord
I love You
In moments like these, I lift up my hands
Lift up my hands to Jesus
In moments like these, I lift up my hands
Lift up my hands to Jesus
Singing I love You Lord
Singing I love You Lord
Singing I love You Lord
I love You"
666,1676,Jesus never fails,"Jesus never fails, Jesus never fails
You might as well get thee behind me Satan
You cannot prevail, for Jesus never fails"
667,1677,Reach out and touch somebody's hand,"Reach out and touch somebody's hand
Make this world a better palce, if you can
Reach out and touch somebody's hand
Make this world a better palce, if you can"
668,1678,He touched me,"He touched me, oh He touched me
And all the joys that flood my soul
Something happened and now I know
He touched me and made me whole"
669,1680,I've never said a prayer,"I've never said a prayer, He couldn't answer
I've never shed a tear, He could not dry
And when the waves of life
Are so high you can't mount them
He will roll me over the tide"
670,1681,When I look back and see,"When I look back and see
Where Jesus brought me from
It's been a mighty long way
From where I used to be
For my soul, my soul was lost
In sin and misery
But I sing this song
For I know where Jesus brought me from"
671,1682,Cover me,"Cover me, cover me
Extend thy borders of they amntel over me
Because Thou art my fairest kingman
Cover me, cover me"
672,1683,Just want to tell you,"Just want to tell you
How thankful for all that you have done
For the stars and the moonlight, and the setting sun
For when my work on earth is through
I'm coming to be with you
Just want to tell you how I'm thankful for all"
673,1684,We worship and adore You,"We worship and adore You
Bowing down before You
Songs of praises singing, hallelujahs ringing
Hallelujah,br> Hallelujah,br> Hallelujah,br> Amen"
674,1685,Someone is praying for you,"Someone is praying for you
Someone is praying for you
When it seems you're all alone
And your heart would break in two
Remember someone is praying for you"
675,1686,Heavenly Father,"Heavenly Father, I appreciate You
Heavenly Father, I appreciate You
I love You, I adore You, I bow down before You
Heavenly Father, I appreciate You
Son of God, I magnify You
Son of God, I magnify You
I love You, I adore You, I bow down before You
Son of God, I magnify You"
676,1687,Jesus in my life makes all (the) difference,"Jesus in my life makes all (the) difference
Jesus in my life He changes all
When it seems all hopes are gone
And there's no need to carry on
Jesus makes the difference in my life"
677,1688,Only believe,"Only believe, only believe
All things are possible, only believe
Only believe, only believe
All things are possible, only believe"
678,1691,Come just as you are,"Come just as you are, hear the spirit call
Come just as you are, come and see, come receive
Come and live forever
Life everlasting, strength for today
Taste the living water, and never thirst again
Come just as you are
Hear the spirit call"
679,1692,Show me your way that I may walk with you,"Show me your way that I may walk with you
Show me your way I put my trust in you
The cry of my heart is to love you more
To love with the touch of your hand
Stronger each day, show me your way"
680,1693,Satan is real,"Satan is real, working in spirit
You can feel him and hear him
In this world every day
Satan is real, working in power
He will tempt you and lead you astray"
681,1694,In His presence,"In His presence, there's fullness of joy
At His right hand, pleasures for evermore
Oh, what fellowship divine
In the presence of the Lord there's fullness of joy"
682,1695,For you I am praying,"For you I am praying
For you I am praying
For you I am praying
I'm praying for you"
683,1696,There is balm in Gilead,"There is balm in Gilead
To heal the sin sick soul
There is balm in Gilead
To heal the wounded soul"
684,1697,Oh come let us adore Him,"Oh come let us adore Him
Oh come let us adore Him
Oh come let us adore Him
Christ the Lord
For He alone is worthy
For He alone is worthy
For He alone is worthy
Christ the Lord
We give Him all the glory
We give Him all the glory
We give Him all the glory
Christ the Lord"
685,1698,Let there be love shared among us,"Let there be love shared among us
Let there be love in our eyes
May now your love sweep this nation
Cause us O Lord to arise
Give us a fresh understanding
Of brotherly love that is real
Let there be love shared among us
Let there be love"
686,1699,Lord,"Lord, I want to know more of You
Lord, I want to know so much more of You
As a hart longs for the flowing stream
So my heart longs for You
Reveal yourself, lead me into knowing more of You"
687,1701,Alleluia,"Alleluia, Alleluia for the Lord God almighty reigns
Alleluia, Alleluia for the Lord God almighty reigns
Alleluia, holy, holy are you Lord God almighty
Worthy is the lamb, worthy is the lamb
You are holy, holy are you Lord God almighty
Worthy is the lamb, worthy is the lamb, amen"
688,1702,Behold He comes,"Behold He comes, riding on the clouds
Shining like the sun, at the trumpet call
Lift your voice, it's the year of Jubilee
And out of Zion's hill, salvation comes"
689,1703,Fire fire fire,"Fire fire fire
When the soul caught fire
When the soul caught fire
It burns carnal nature
Alleluia what a saviour
When the soul
When the soul caught fire"
690,1704,Some folks may ask me,"Some folks may ask me
Some folk may say
Who is this Jesus
You talk about every day?
He is my Saviour
And He sets me free!
Now listen and I'll tell you
What He means to me...
He is my everything
He is my all
He is my everything
Both great and small
He made my life complete (OR He gave His life for me)
Made everything new
He is my everything
Now how about you?"
691,1705,Come,"Come, now is the time to worship
Come, now is the time to give your heart
Come, just as you are to worship
Come, just as you are before your God
Come
One day every tongue will confess you are God
One day every knee will bow
Still the greatest treasure remains for those
Who gladly choose you now"
692,1706,Jesus on the telephone,"Jesus on the telephone
Tell Him what you need
Tell him what you need
Tell Him what you need
Jesus on the telephone
Tell Him what you need
Tell him what you need right now
Some want silver
Some want gold
But I want Jesus in my soul
Jesus on the telephone
Tell Him what you need
Tell him what you need right now
If Christ's in the vessel
We can smile at the storm
Smile at the storm
Smile at the storm
If Christ's in the vessel
We can smile at the storm
As we go sailing home
Sailing, sailing home
Sailing, sailing home
If Christ's in the vessel
We can smile at the storm
As we go sailing home"
693,1707,My Lord is living today,"My Lord is living today
My Lord is living today
He is in the streets
He is in this place
My Lord is living today"
694,1708,I must have the Savior with me,"I must have the Savior with me
For I dare not go/walk alone
I must feel His presence near me
And His arm around me thrown
Then my soul shall fear no ill, fear no ill
Let Him lead me where He will, where He will
I will go without a murmur
And His footsteps follow still"
695,1709,Let us greet somebody in Jesus name,"Let us greet somebody in Jesus name
tell them that you love them in Jesus name
Everybody smile, Jesus loves you
Everybody smile, Jesus loves you"
696,1710,Beloved,"Beloved, let us love one another
for love is of God
and every one that loveth is born of God, and knoweth God
He that loveth not, knoweth not God
For God is love
Beloved, let us love one another"
697,1711,I am redeemed,"I am redeemed, bought with a price
Jesus has saved my whole life
If anybody asks you just who I am, Tell them I am redeemed"
698,1712,Mighty is our God,"Mighty is our God
Mighty is our King
Mighty is our Lord
He's the Ruler of ev'rything
His name is higher
Higher than any other name
His pow'r is greater
For He has created everything, oh everything
Sing glory
Glory to our God
Glory to our King
Glory to our Lord
For He's the Ruler of ev'rything
His name is higher
Higher than any other name
His pow'r is greater
For He has created everything, oh everything"
699,1713,How excellent is Your name,"How excellent is Your name, Oh Lord
How excellent is Your name, Oh Lord
How excellent is Your name
How excellent is Your name
How excellent is Your name, Oh Lord
(then with wonderful, marvellous, glorious, mighty etc)"
700,1714,Let us arise and shine,"Let us arise and shine, for the light has come
Let us arise and shine, for the light has come
Let us arise and shine in the arms of God
Let us arise and shine, for the light has come
Let us arise and shine and praise to our God"
701,1715,A coveneant keeping God,"A coveneant keeping God
There is none like you
Alpha, Omega God
There is no god like you"
702,1716,My home is in Heaven,"My home is in Heaven
Just waiting for me
And when I reach Thee
How happy I'll be
My home is in Heaven
No rent to pay
For Jesus paid it
Paid it all for me"
703,1717,I am redeemed but not with silver,"I am redeemed but not with silver
I am redeemed but not with gold
I am redeemed by the blood of Jesus
That flows from Calvary"
704,1718,If you miss me,"If you miss me, don't come searching
If you can't find me, you'll know I'm gone
If you don't hear from me, don't come knocking on my door
I'll be gone in the twinkling of an eye"
705,1719,I wish somebody soul woulda ketcha fire,"I wish somebody soul woulda ketcha fire
Ketcha fire, ketcha fire
I wish somebody soul woulda ketcha fire
Bun dem wid de Holy Ghost
Bun dem
Bun dem wid de Holy Ghost
Bun dem
Bun dem wid de Holy Ghost"
706,1720,Then my soul shall fear no ill,"Then my soul shall fear no ill
Let Him lead me where He will
I will go without a murmer
And His footsteps follow still"
707,1721,I am redeemed,"I am redeemed
Washed in His blood
Jesus has changed my whole life
If anybody asks you just who I am
Tell them I am redeemed"
708,1722,My sins are taken away,"My sins are taken away
My sins are taken away
Singing glory to His name
Christ is coming back again
My sins are taken away, praise the Lord"
709,1723,Let Your living water flow over my soul,"Let Your living water flow over my soul
Let Your Holy Spirit come and take control
Of every situation that has troubled my mind
All my cares and burdens on to You I roll
Jesus, Jesus, Jesus
Father, Father, Father
Spirit, Spirit, Spirit
Come now, Holy Spirit, and take control
Hold me in Your loving arms and make me whole
Wipe away all doubt and fear and take my pride
Draw me to Your love and keep me by Your side
Give your life to Jesus, let Him fill your soul
Let Him take you in His arms and make you whole
As you give your life to Him He'll set you free
You will live and reign with Him eternally"
710,1724,Jesus youre my firm foundation,"Jesus, You're my firm foundation
I know I can stand secure
Jesus, You're my firm foundation
I put my hope in your holy word
I put my hope in your holy word
I have a living hope
I have a future
God has a plan for me
Of this I'm sure
Of this I'm sure
You're word is faithful
Mighty with power
God will deliver me
Of this I'm sure
Of this I'm sure
You're my firm foundation You're the rock of my salvation You're my firm foundation"
711,1725,Lord rend the heavens,"Lord rend the heavens
Rain down on us now
That the mountains might shake
As Your glory comes down
We've heard of Your wonders
Your works and Your ways
We're desperate for You Lord
To move in our day
Move Spirit move
Move Spirit move
Move in us among us
Touch the world through us
Without You we can't find our way
Move Spirit move today
Jesus we need You
Much more than we know
If we don't have You
There where can we go
We're anticipating all that You'll do
Turn to our cry Lord
We're turning to You
Move Holy Spirit we're waiting on You
Move Holy Spirit we're waiting on You
Move Holy Spirit we're waiting on You
Fill our hearts fill our minds Spirit move
Move Spirit move
Move Spirit move
Move in us among us
Touch the world through us
Without You we can't find our way
Move Spirit move
Move Spirit move today
Move Spirit move
Move Spirit move"
712,1726,There is none holy as the Lord,"There is none holy as the Lord
There is none beside Thee
Neither is there any Rock like our God
There is none holy as the Lord"
713,1727,Rooted and grounded in the name of the Lord,"Rooted and grounded in the name of the Lord
Rooted and grounded in His holy name
And if you want to go to Heaven
You must be rooted and grounded
Rooted and grounded in the name of the Lord"
714,1728,I am on the mountain and I won't come down,"I am on the mountain and I won't come down
I am on the mountain and I won't come down
I am on the mountain and I won't come down
Why don't you pray for me"
715,1728-2,You pray for me,"You pray for me and I pray for you
You pray for me and I pray for you
You pray for me and I pray for you
Why don't you pray for me"
716,1729,I don't know what you feel,"I don't know what you feel, but I know the fire is hot
I don't know what you feel, but I know the fire is hot
I don't know what you feel, but I know the fire is hot
I feel like Jeremiah, I feel like Jeremiah
Fire in my bones!"
717,1730,Lord I'm running,"Lord I'm running, trying to make a hundred
Ninety-nine and a half wont do
It won't do, for you
Ninety-nine and a half won't do"
718,1731,Cyrene,"Cyrene, the man of Cyrene
Cyrene the man of Cyrene
For mi Jesus carried di cross Eighty and Two miles
da da da da"
719,1732,I am a C,"I am a C
I am a C.H
I am a C.H.R.I.S.T.I.A.N
And I have C.H.R.I.S.T
In my H.E.A.R.T
And I will L.I.V.E..E.T.E.R.N.A.L.L.Y"
720,1733,Get a new look from the old book,"Get a new look from the old book, get a new look from the Bible
Get an inward look, an upward look
An outward look from the old, old book
Get a new look from the old book, get a new look from God's Word"
721,1734,I am redeemed bought with a price,"I am redeemed bought with a price, Jesus has changed my whole life
If anybody asks you just who I am, tell them I am redeemed"
722,1735,He is my everything,"He is my everything, He is my all
He is my everything both great and small
He gave His life for me He made everything new
He is my everything, how about you ?"
723,2003,Let the redeemed of the Lord say so! ,"Let the redeemed of the Lord say so! 
Let the redeemed of the Lord say so! 
Let the redeemed of the Lord say so! 
I'm redeemed! I'm redeemed! Praise the Lord!"
